epoch,accuracy,loss,val_accuracy,val_loss
0,0.3224893808364868,2.2284650802612305,0.4858756959438324,1.7832924127578735
1,0.6676096320152283,1.0199756622314453,0.6666666865348816,1.1352007389068604
2,0.7779349088668823,0.6630276441574097,0.7796609997749329,0.8917369246482849
3,0.8642150163650513,0.3869326710700989,0.8531073331832886,0.6399993896484375
4,0.9236209392547607,0.22779898345470428,0.909604549407959,0.5045234560966492
5,0.9420084953308105,0.16308337450027466,0.8926553726196289,0.5645754337310791
6,0.9660537242889404,0.10852431505918503,0.909604549407959,0.5043599009513855
7,0.9688826203346252,0.08373220264911652,0.887005627155304,0.6881701946258545
8,0.9745402932167053,0.08421353995800018,0.8983050584793091,0.5332998633384705
9,0.9773691892623901,0.07423851639032364,0.909604549407959,0.558749258518219
10,0.9745402932167053,0.06904607266187668,0.9152542352676392,0.6904862523078918
11,0.9759547114372253,0.06865226477384567,0.8983050584793091,0.6747902631759644
12,0.9759547114372253,0.07559653371572495,0.8813559412956238,0.6443139314651489
13,0.9504950642585754,0.11641601473093033,0.8700565099716187,0.7922745943069458
14,0.9702970385551453,0.06938190013170242,0.8926553726196289,0.6607646942138672
15,0.9759547114372253,0.06793525069952011,0.8983050584793091,0.5512793064117432
16,0.9844412803649902,0.04909790679812431,0.903954803943634,0.6244791150093079
17,0.9929278492927551,0.035861074924468994,0.9152542352676392,0.37111419439315796
18,0.9674682021141052,0.08583169430494308,0.8757061958312988,0.6759556531906128
19,0.9759547114372253,0.07549577206373215,0.909604549407959,0.5020100474357605
20,0.9900990128517151,0.03328171372413635,0.9209039807319641,0.4889627993106842
21,0.9830268621444702,0.0485636442899704,0.903954803943634,0.5823696255683899
22,0.987270176410675,0.048349156975746155,0.903954803943634,0.5638060569763184
23,0.9816124439239502,0.056664176285266876,0.8983050584793091,0.6700453758239746
24,0.9816124439239502,0.06198468059301376,0.8926553726196289,0.6388712525367737
25,0.9787836074829102,0.057983361184597015,0.9209039807319641,0.5875030755996704
26,0.9801980257034302,0.06003371626138687,0.887005627155304,0.8436398506164551
27,0.9830268621444702,0.050836965441703796,0.9209039807319641,0.5623878240585327
28,0.9759547114372253,0.09392815083265305,0.9265536665916443,0.586245596408844
29,0.9731258749961853,0.06972524523735046,0.9322034120559692,0.48373469710350037
