epoch,accuracy,loss,val_accuracy,val_loss
0,0.20603014528751373,3.1638472080230713,0.20603014528751373,2.3748648166656494
1,0.2638190984725952,2.329901933670044,0.2763819098472595,2.2887556552886963
2,0.28894472122192383,2.2096025943756104,0.24120603501796722,2.337205648422241
3,0.311557799577713,2.215810775756836,0.2261306494474411,2.295973062515259
4,0.3077889382839203,2.1471731662750244,0.3366834223270416,2.0481464862823486
5,0.36055275797843933,1.9898487329483032,0.35175880789756775,1.9182782173156738
6,0.4145728647708893,1.919847011566162,0.37185928225517273,2.0007216930389404
7,0.44597989320755005,1.7713719606399536,0.43718594312667847,1.7881842851638794
8,0.4899497628211975,1.6291697025299072,0.43718594312667847,1.7544770240783691
9,0.5791457295417786,1.3538695573806763,0.5879396796226501,1.3268027305603027
10,0.552763819694519,1.3824234008789062,0.5628140568733215,1.4435306787490845
11,0.6344221234321594,1.1341619491577148,0.5477386713027954,1.4246399402618408
12,0.6809045076370239,1.0509567260742188,0.552763819694519,1.3369364738464355
13,0.6909547448158264,0.9917526841163635,0.6080402135848999,1.4134116172790527
14,0.7236180901527405,0.8238804340362549,0.6633166074752808,1.135142207145691
15,0.7286432385444641,0.9115889668464661,0.6783919334411621,1.0408302545547485
16,0.7876884341239929,0.6863654255867004,0.7185929417610168,0.9689756035804749
17,0.8216080665588379,0.6096989512443542,0.6834170818328857,1.0348435640335083
18,0.8178392052650452,0.5874190926551819,0.733668327331543,0.9308879375457764
19,0.8718593120574951,0.4358804225921631,0.7587939500808716,1.0941317081451416
20,0.8103014826774597,0.6334787607192993,0.7889447212219238,0.852516233921051
21,0.8756281137466431,0.40891116857528687,0.7688442468643188,0.925237774848938
22,0.8844221234321594,0.33565279841423035,0.7738693356513977,0.8295007944107056
23,0.8856784105300903,0.3982008099555969,0.6180904507637024,1.317212700843811
24,0.8341708779335022,0.5251761674880981,0.8190954923629761,0.704134464263916
25,0.9484924674034119,0.16611681878566742,0.8442211151123047,0.9699498414993286
26,0.9334170818328857,0.20000718533992767,0.7839195728302002,0.894299328327179
27,0.9535176157951355,0.1535695493221283,0.80402010679245,1.334839940071106
28,0.929648220539093,0.256326287984848,0.8291457295417786,0.7462882995605469
29,0.9560301303863525,0.16336452960968018,0.8140703439712524,0.9265409111976624
